timestamp_utc,species_id,ru_name,latin_name,modality,local_file,source_url,license,source_name
2026-05-05T09:31:51Z,SP003,Большая синица,Parus major,text,data/raw/text/SP003_text_01.txt,https://en.wikipedia.org/wiki/Great_tit,CC BY-SA 4.0 (Wikipedia content),Wikipedia
2026-05-05T09:31:55Z,SP003,Большая синица,Parus major,image,data/raw/images/SP003_img_01.jpg,https://commons.wikimedia.org/wiki/File:029_Great_tit_standing_on_flowering_Wisteria_in_Glâne_District_Photo_by_Giles_Laurent.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:31:56Z,SP003,Большая синица,Parus major,image,data/raw/images/SP003_img_02.jpg,https://commons.wikimedia.org/wiki/File:Great_Tit_(Parus_major)_(10).jpg,CC BY-SA 3.0,Wikimedia Commons
2026-05-05T09:31:57Z,SP003,Большая синица,Parus major,image,data/raw/images/SP003_img_03.jpg,https://commons.wikimedia.org/wiki/File:Great_Tit_(Parus_major)_1.jpg,CC BY-SA 2.5,Wikimedia Commons
2026-05-05T09:31:59Z,SP003,Большая синица,Parus major,audio,data/raw/audio/SP003_aud_01.mp3,https://commons.wikimedia.org/wiki/File:Parus_major_-_Great_Tit_XC165660.mp3,CC BY-SA 3.0,Wikimedia Commons
2026-05-05T09:32:00Z,SP003,Большая синица,Parus major,audio,data/raw/audio/SP003_aud_02.mp3,https://commons.wikimedia.org/wiki/File:Parus_major_-_Great_Tit_XC165663.mp3,CC BY-SA 3.0,Wikimedia Commons
2026-05-05T09:32:01Z,SP003,Большая синица,Parus major,audio,data/raw/audio/SP003_aud_03.mp3,https://commons.wikimedia.org/wiki/File:Parus_major_-_Great_Tit_XC402093.mp3,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:02Z,SP004,Серая ворона,Corvus cornix,text,data/raw/text/SP004_text_01.txt,https://en.wikipedia.org/wiki/Hooded_crow,CC BY-SA 4.0 (Wikipedia content),Wikipedia
2026-05-05T09:32:05Z,SP004,Серая ворона,Corvus cornix,image,data/raw/images/SP004_img_01.jpg,"https://commons.wikimedia.org/wiki/File:Aves_en_el_Delta_del_Danubio,_Rumanía,_2016-05-28,_DD_27.jpg",CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:07Z,SP004,Серая ворона,Corvus cornix,image,data/raw/images/SP004_img_02.jpg,https://commons.wikimedia.org/wiki/File:Corneille_mantelée_-_Hooded_crow_-_Gri_leş_kargası_01.jpg,CC BY-SA 4.0,Wikimedia Commons
