Character1,Character2,MidWithOffLane,MidWithSemiSupport,MidWithFullSupport,MidWithCarry,OffLaneWithMid,OffLaneWithSemiSupport,OffLaneWithFullSupport,OffLaneWithCarry,SemiSupportWithMid,SemiSupportWithOffLane,SemiSupportWithFullSupport,SemiSupportWithCarry,FullSupportWithMid,FullSupportWithOffLane,FullSupportWithSemiSupport,FullSupportWithCarry,CarryWithMid,CarryWithOffLane,CarryWithSemiSupport,CarryWithFullSupport,MidAgainstMid,MidAgainstOffLane,MidAgainstSemiSupport,MidAgainstFullSupport,MidAgainstCarry,OffLaneAgainstMid,OffLaneAgainstOffLane,OffLaneAgainstSemiSupport,OffLaneAgainstFullSupport,OffLaneAgainstCarry,SemiSupportAgainstMid,SemiSupportAgainstOffLane,SemiSupportAgainstSemiSupport,SemiSupportAgainstFullSupport,SemiSupportAgainstCarry,FullSupportAgainstMid,FullSupportAgainstOffLane,FullSupportAgainstSemiSupport,FullSupportAgainstFullSupport,FullSupportAgainstCarry,CarryAgainstMid,CarryAgainstOffLane,CarryAgainstSemiSupport,CarryAgainstFullSupport,CarryAgainstCarry
Enigma,Dragon Knight,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5524,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565
Enigma,Night Stalker,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5885,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335
Enigma,Puck,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5428,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417
Enigma,Ursa,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747,0.5747
Enigma,Tinker,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474,0.5474
Enigma,Morphling,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.536,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661,0.5661
Enigma,Phantom Assassin,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559
Enigma,Tusk,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5338,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329,0.5329
Enigma,Leshrac,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505
Enigma,Spirit Breaker,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5502,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542,0.5542
Enigma,Ancient Apparition,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5723,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482,0.5482
Enigma,Spectre,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509
Enigma,Pangolier,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5412,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266,0.5266
Enigma,Vengeful Spirit,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5557,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275,0.5275
Enigma,Dark Willow,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5517,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378
Enigma,Pudge,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5274,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617,0.5617
Enigma,Huskar,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5469,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812,0.5812
Enigma,Zeus,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.5415,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
Enigma,Tiny,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5363,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623,0.5623
Enigma,Crystal Maiden,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495
Enigma,Ringmaster,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.5347,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557
Enigma,Juggernaut,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5369,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608,0.5608
Enigma,Shadow Shaman,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5458,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513,0.5513
Enigma,Magnus,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5382,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471,0.5471
Enigma,Anti-Mage,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5392,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596,0.5596
Enigma,Lina,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611
Enigma,Silencer,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5439,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677,0.5677
Enigma,Drow Ranger,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5282,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606,0.5606
Enigma,Slark,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5307,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949,0.5949
Enigma,Sniper,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5186,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571,0.5571
Enigma,Ember Spirit,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563
Enigma,Weaver,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5334,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655,0.5655
Enigma,Monkey King,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854,0.5854
Enigma,Snapfire,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858,0.5858
Enigma,Jakiro,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516
Enigma,Natures Prophet,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781,0.5781
Enigma,Meepo,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.5585,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182,0.6182
Enigma,Pugna,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5257,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612,0.5612
Enigma,Disruptor,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5196,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406,0.5406
Enigma,Terrorblade,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5216,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479,0.5479
Enigma,Enchantress,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584,0.5584
Enigma,Lifestealer,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155
Enigma,Primal Beast,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5254,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574,0.5574
Enigma,Bristleback,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5058,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328,0.5328
Enigma,Razor,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696,0.5696
Enigma,Witch Doctor,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496,0.5496
Enigma,Hoodwink,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5019,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659,0.5659
Enigma,Muerta,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563,0.5563
Enigma,Outworld Destroyer,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5109,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711,0.5711
Enigma,Doom,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5118,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935
Enigma,Bloodseeker,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.5258,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278,0.6278
Enigma,Slardar,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5575,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564,0.5564
Enigma,Venomancer,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088,0.6088
Enigma,Death Prophet,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739,0.5739
Enigma,Grimstroke,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5162,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582,0.5582
Enigma,Templar Assassin,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.4808,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553,0.5553
Enigma,Batrider,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.5159,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604,0.604
