date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:10:21	103987/103987	---MCZ	200	added ('OK')	text/html	etag:%22236d240r7x285h%22	https://www.civilopedia.net/gathering-storm/units/unit_slinger	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_slinger.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:22	99729/99729	---MCZ	200	added ('OK')	text/html	etag:%22e4jega4td124vz%22	https://www.civilopedia.net/gathering-storm/units/unit_spearman	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_spearman.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:23	106176/106176	---MCZ	200	added ('OK')	text/html	etag:%22jt31a26hox29uk%22	https://www.civilopedia.net/gathering-storm/units/unit_spec_ops	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_spec_ops.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:24	117487/117487	---MCZ	200	added ('OK')	text/html	etag:%22xmlr6la3m02ijl%22	https://www.civilopedia.net/gathering-storm/units/unit_swordsman	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_swordsman.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:25	113032/113032	---MCZ	200	added ('OK')	text/html	etag:%22h5xv4vi8oa2f50%22	https://www.civilopedia.net/gathering-storm/units/unit_byzantine_tagma	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_byzantine_tagma.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:26	109358/109358	---MCZ	200	added ('OK')	text/html	etag:%22zkyyp6yu72cas%22	https://www.civilopedia.net/gathering-storm/units/unit_tank	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_tank.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:27	107191/107191	---MCZ	200	added ('OK')	text/html	etag:%22dv6iwqxb482amx%22	https://www.civilopedia.net/gathering-storm/units/unit_trebuchet	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_trebuchet.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:28	92021/92021	---MCZ	200	added ('OK')	text/html	etag:%22oissc46s5s1yxm%22	https://www.civilopedia.net/gathering-storm/units/unit_vampire	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_vampire.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:29	106733/106733	---MCZ	200	added ('OK')	text/html	etag:%225mfo9oz0sg2a9p%22	https://www.civilopedia.net/gathering-storm/units/unit_warrior	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_warrior.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:30	101964/101964	---MCZ	200	added ('OK')	text/html	etag:%22q6lwjlrv1i26m2%22	https://www.civilopedia.net/gathering-storm/units/unit_warrior_monk	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_warrior_monk.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:31	96287/96287	---MCZ	200	added ('OK')	text/html	etag:%22lpc7kstbio2267%22	https://www.civilopedia.net/gathering-storm/units/unit_mode_zombie	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_mode_zombie.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:31	8223/8223	---M--	200	added ('OK')	image/png	etag:lZs72XfFyZr8zARKpy8UOt3FClUdhq2FIAb77zNU1+c=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_arabian_mamluk.png&w=640&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_arabian_mamluk6015.png	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:32	1754/1754	---M--	200	added ('OK')	image/png	etag:63eFmDeqD8+wjhpP-mdTvLBytbIHFCnJ8iijpv6w0I8=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_cuirassier.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_cuirassier46f3.png	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:33	1928/1928	---M--	200	added ('OK')	image/png	etag:URxOo04vw2blC0PBhQqvvw6PXdV3IgEg9e8c-LgXdYE=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_heavy_chariot.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_heavy_chariot21ca.png	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:35	94894/94894	---MCZ	200	added ('OK')	text/html	etag:%2216pqlgur089213t%22	https://www.civilopedia.net/gathering-storm/technologies/tech_stirrups	data/civilopedia/www.civilopedia.net/gathering-storm/technologies/tech_stirrups.html	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:35	3709/3709	---M--	200	added ('OK')	image/png	etag:u13nJeBHzE5fVWCTQ4w465E0TL38L2iDLeOlG5Bb+WU=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_tech_stirrups.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_tech_stirrupse392.png	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:36	1675/1675	---M--	200	added ('OK')	image/png	etag:twYhHjD6huLGVvUMVK-ltVxfUajpkgbjBkYlhghPIQw=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Fresource_iron.png&w=64&q=75	data/civilopedia/www.civilopedia.net/_next/resource_iron68de.png	(from https://www.civilopedia.net/gathering-storm/units/unit_arabian_mamluk)
19:10:37	83914/83914	---M--	200	added ('OK')	image/png	etag:W/%22147ca-1850c283faf%22	https://www.civilopedia.net/images/core/icon_building_madrasa.png	data/civilopedia/www.civilopedia.net/images/core/icon_building_madrasa.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_madrasa)
19:10:38	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.430.delayed	(from https://www.civilopedia.net/gathering-storm/buildings/building_madrasa)
19:10:38	68009/68009	---M--	200	added ('OK')	image/png	etag:lFsBR9GqYB6DNnFp-cNKCfcHy0CajokaQEbllo92hMk=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_building_madrasa.png&w=640&q=75	data/civilopedia/www.civilopedia.net/_next/icon_building_madrasac6a1.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_madrasa)
19:10:40	98020/98020	---MCZ	200	added ('OK')	text/html	etag:%2217jbxbrao5h23hh%22	https://www.civilopedia.net/gathering-storm/civics/civic_theology	data/civilopedia/www.civilopedia.net/gathering-storm/civics/civic_theology.html	(from https://www.civilopedia.net/gathering-storm/buildings/building_madrasa)
19:10:40	3793/3793	---M--	200	added ('OK')	image/png	etag:XGbJgbLwzDHyxLxzUhtYsbFTualgEQ9WHZf5CyNG-zs=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_civic_theology.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_civic_theologyc289.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_madrasa)
19:10:41	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.434.delayed	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_john_curtin)
19:10:41	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.435.delayed	(from https://www.civilopedia.net/gathering-storm/units/unit_digger)
19:10:41	1832/1832	---M--	200	added ('OK')	image/png	etag:GjSAnMSHl8j33J2bUO5criqKs0wdyOCsOCmI9+-cLWI=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_mechanized_infantry.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_mechanized_infantryb911.png	(from https://www.civilopedia.net/gathering-storm/units/unit_digger)
19:10:43	90750/90750	---MCZ	200	added ('OK')	text/html	etag:%225pnty0qf7s1xxp%22	https://www.civilopedia.net/gathering-storm/technologies/tech_replaceable_parts	data/civilopedia/www.civilopedia.net/gathering-storm/technologies/tech_replaceable_parts.html	(from https://www.civilopedia.net/gathering-storm/units/unit_digger)
19:10:43	4630/4630	---M--	200	added ('OK')	image/png	etag:gtc2pmtRqtjtX2hCLSlAL50U6ttIRRa6TyKbOZiz8QE=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_tech_replaceable_parts.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_tech_replaceable_parts06d2.png	(from https://www.civilopedia.net/gathering-storm/units/unit_digger)
19:10:44	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.439.delayed	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:44	97091/97091	---MCZ	200	added ('OK')	text/html	etag:%22dn20fx3e1f22ty%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_airstrip	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_airstrip.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:46	113239/113239	---MCZ	200	added ('OK')	text/html	etag:%22lbhxdji0zv2fak%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_alcazar	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_alcazar.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:47	108293/108293	---MCZ	200	added ('OK')	text/html	etag:%22hlbn5fkroo2bhs%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_ancient_tower_defense	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_ancient_tower_defense.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:48	105733/105733	---MCZ	200	added ('OK')	text/html	etag:%228imd20q8dl29gr%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_batey	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_batey.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:49	112023/112023	---MCZ	200	added ('OK')	text/html	etag:%22w2px1sz7df2ed2%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_mound	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_mound.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:50	99251/99251	---MCZ	200	added ('OK')	text/html	etag:%22zpvt9mbnya24hs%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_camp	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_camp.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:51	114110/114110	---MCZ	200	added ('OK')	text/html	etag:%22pc0hupql6c2fzp%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_city_park	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_city_park.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:52	116531/116531	---MCZ	200	added ('OK')	text/html	etag:%2214sgs77y9mv2hua%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_colossal_head	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_colossal_head.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:53	166426/166426	---MCZ	200	added ('OK')	text/html	etag:%22lx27mchu493kcf%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_corporation	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_corporation.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:54	116141/116141	---MCZ	200	added ('OK')	text/html	etag:%2211xo4h2jdun2hjg%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_farm	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_farm.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:55	88215/88215	---MCZ	200	added ('OK')	text/html	etag:%22v0xyljloxu1vzq%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_fishery	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_fishery.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:56	104483/104483	---MCZ	200	added ('OK')	text/html	etag:%22ag6to30tzd28ja%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_fishing_boats	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_fishing_boats.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:57	112402/112402	---MCZ	200	added ('OK')	text/html	etag:%22fgztorcv4k2enl%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_fort	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_fort.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:58	86609/86609	---MCZ	200	added ('OK')	text/html	etag:%22ff2lmmdjoy1urm%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_geothermal_plant	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_geothermal_plant.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:10:59	166103/166103	---MCZ	200	added ('OK')	text/html	etag:%22lw6e10t2bs3k34%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_industry	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_industry.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:00	88633/88633	---MCZ	200	added ('OK')	text/html	etag:%22znderubud21wbi%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_lumber_mill	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_lumber_mill.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:01	108372/108372	---MCZ	200	added ('OK')	text/html	etag:%22dj5if9500h2bhz%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_mahavihara	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_mahavihara.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:02	140997/140997	---MCZ	200	added ('OK')	text/html	etag:%22fatd84495n30q2%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_mine	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_mine.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:03	97220/97220	---MCZ	200	added ('OK')	text/html	etag:%22c8n3a65kkq22y7%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_missile_silo	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_missile_silo.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:04	105946/105946	---MCZ	200	added ('OK')	text/html	etag:%22adhdaqwf1929ol%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_moai	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_moai.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:05	108769/108769	---MCZ	200	added ('OK')	text/html	etag:%22qtfaqpgqci2buo%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_modern_trap_defense	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_modern_trap_defense.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:06	115546/115546	---MCZ	200	added ('OK')	text/html	etag:%22y9152v4mbp2h39%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_monastery	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_monastery.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:07	95747/95747	---MCZ	200	added ('OK')	text/html	etag:%22ry05gn67zq21tm%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_mountain_tunnel	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_mountain_tunnel.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:08	86685/86685	---MCZ	200	added ('OK')	text/html	etag:%22xp4077xlhb1utq%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_nazca_line	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_nazca_line.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:09	91235/91235	---MCZ	200	added ('OK')	text/html	etag:%22wgyzho1muh1yby%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_offshore_oil_rig	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_offshore_oil_rig.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:10	84806/84806	---MCZ	200	added ('OK')	text/html	etag:%2216qe7zkd8701tdj%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_offshore_wind_farm	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_offshore_wind_farm.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:11	115261/115261	---MCZ	200	added ('OK')	text/html	etag:%22hrklj6gq112guo%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_oil_well	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_oil_well.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:12	95622/95622	---MCZ	200	added ('OK')	text/html	etag:%22b3tg43yulh21pt%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_pasture	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_pasture.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:13	129673/129673	---MCZ	200	added ('OK')	text/html	etag:%227c4kt38s6g2rz6%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_plantation	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_plantation.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:14	99584/99584	---MCZ	200	added ('OK')	text/html	etag:%225b8e9fq1sf24r9%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_mountain_road	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_mountain_road.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:15	93322/93322	---MCZ	200	added ('OK')	text/html	etag:%22r62djzd7gq1zy9%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_quarry	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_quarry.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:16	108506/108506	---MCZ	200	added ('OK')	text/html	etag:%2215ixqrcbvlp2bnj%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_modern_tower_defense	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_modern_tower_defense.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:17	108975/108975	---MCZ	200	added ('OK')	text/html	etag:%229yef2i237v2c0e%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_roman_fort	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_roman_fort.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:18	90864/90864	---MCZ	200	added ('OK')	text/html	etag:%221ndjaaqdp41y15%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_beach_resort	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_beach_resort.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:19	93437/93437	---MCZ	200	added ('OK')	text/html	etag:%22muzrn86fdr2014%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_seastead	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_seastead.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:20	95362/95362	---MCZ	200	added ('OK')	text/html	etag:%22f61m4fxye521ir%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_ski_resort	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_ski_resort.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:21	94924/94924	---MCZ	200	added ('OK')	text/html	etag:%221658fvmj4hn216l%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_solar_farm	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_solar_farm.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:22	114205/114205	---MCZ	200	added ('OK')	text/html	etag:%22t3zb3qoyzw2g1u%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_trading_dome	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_trading_dome.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:23	107865/107865	---MCZ	200	added ('OK')	text/html	etag:%22o2m0ou5vi82b5k%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_ancient_trap_defense	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_ancient_trap_defense.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:24	106035/106035	---MCZ	200	added ('OK')	text/html	etag:%225w072jecmz29q8%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_vampire_castle	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_vampire_castle.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:25	98538/98538	---MCZ	200	added ('OK')	text/html	etag:%22bghihmhno523z5%22	https://www.civilopedia.net/gathering-storm/improvements/improvement_wind_farm	data/civilopedia/www.civilopedia.net/gathering-storm/improvements/improvement_wind_farm.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:26	240382/240382	---MCZ	200	added ('OK')	text/html	etag:%22a7cvw0kit255e2%22	https://www.civilopedia.net/gathering-storm/units/unit_builder	data/civilopedia/www.civilopedia.net/gathering-storm/units/unit_builder.html	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:26	1907/1907	---M--	200	added ('OK')	image/png	etag:ihhSYGjDYlCtNo0V1HpeJ6BgnCWXtHTPEUf9rKVJd1c=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_builder.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_builder11fa.png	(from https://www.civilopedia.net/gathering-storm/improvements/improvement_outback_station)
19:11:28	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.466.delayed	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_montezuma)
19:11:28	216489/216489	---M--	200	added ('OK')	image/png	etag:W/%2234da9-1850c28409f%22	https://www.civilopedia.net/images/core/icon_leader_montezuma.png	data/civilopedia/www.civilopedia.net/images/core/icon_leader_montezuma.png	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_montezuma)
19:11:29	168558/168558	---M--	200	added ('OK')	image/png	etag:OBC72p8cGT3nDslvHuOqogC3R+apg0MFX1ZRSCECd1Y=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_leader_montezuma.png&w=640&q=75	data/civilopedia/www.civilopedia.net/_next/icon_leader_montezumaae59.png	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_montezuma)
19:11:29	1571/1571	---M--	200	added ('OK')	image/png	etag:AgGfEYTA1sNDPKGbZ21Haf6SSBKsJIVCpMNvkytVFEc=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_civilization_aztec.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_civilization_aztec9373.png	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_montezuma)
19:11:30	55273/55273	---M--	200	added ('OK')	image/png	etag:W/%22d7e9-1850c284203%22	https://www.civilopedia.net/images/core/icon_unit_aztec_eagle_warrior.png	data/civilopedia/www.civilopedia.net/images/core/icon_unit_aztec_eagle_warrior.png	(from https://www.civilopedia.net/gathering-storm/units/unit_aztec_eagle_warrior)
19:11:31	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.46a.delayed	(from https://www.civilopedia.net/gathering-storm/units/unit_aztec_eagle_warrior)
19:11:31	15845/15845	---M--	200	added ('OK')	image/png	etag:9eBcAXYHsYW+qn5JqpdiUhFODuONkLNE2BTwjdWwMFA=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_aztec_eagle_warrior.png&w=640&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_aztec_eagle_warrior376e.png	(from https://www.civilopedia.net/gathering-storm/units/unit_aztec_eagle_warrior)
19:11:32	920/920	---M--	200	added ('OK')	image/png	etag:swbwDrKhkmD+SbQyqH8i-okhAfwpZy1k77E1-BGWPCA=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_unit_swordsman.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_unit_swordsman7f08.png	(from https://www.civilopedia.net/gathering-storm/units/unit_aztec_eagle_warrior)
19:11:34	99768/99768	---M--	200	added ('OK')	image/png	etag:W/%22185b8-1850c283fd7%22	https://www.civilopedia.net/images/core/icon_building_tlachtli.png	data/civilopedia/www.civilopedia.net/images/core/icon_building_tlachtli.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_tlachtli)
19:11:34	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.46e.delayed	(from https://www.civilopedia.net/gathering-storm/buildings/building_tlachtli)
19:11:34	81041/81041	---M--	200	added ('OK')	image/png	etag:+r6T0QUI3aPiFvxlXPWcpbQ20uTIPdGqftDXJPA9764=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_building_tlachtli.png&w=640&q=75	data/civilopedia/www.civilopedia.net/_next/icon_building_tlachtlif816.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_tlachtli)
19:11:35	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.470.delayed	(from https://www.civilopedia.net/gathering-storm/civilizations/leader_hammurabi)
19:11:35	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.471.delayed	(from https://www.civilopedia.net/gathering-storm/units/unit_babylonian_sabum_kibittum)
19:11:35	0/-1	---M--	307	error ('')			https://www.civilopedia.net/gathering-storm/concepts	data/civilopedia/www.civilopedia.net/gathering-storm/concepts.472.delayed	(from https://www.civilopedia.net/gathering-storm/buildings/building_palgum)
19:11:35	3582/3582	---M--	200	added ('OK')	image/png	etag:8hjy7ALsRdFBu68eDqIZPYCchjc8GiJwMtkl24nlRNM=	https://www.civilopedia.net/_next/image?url=%2Fimages%2Fcore%2Ficon_district_city_center.png&w=128&q=75	data/civilopedia/www.civilopedia.net/_next/icon_district_city_center69cc.png	(from https://www.civilopedia.net/gathering-storm/buildings/building_palgum)
