artist,song,chordAbs,chordRel,link,keyTonic,keyScale
Nine Inch Nails,Terrible Lie,"['C#m', 'Gsus#4', 'G', 'B', 'F#sus4', 'F#', 'C#m', 'Gsus#4', 'G', 'B', 'F#sus4', 'F#', 'B']","['ii', 'bVIsus4', 'bVI', 'I', 'Vsus4', 'V', 'ii', 'bVIsus4', 'bVI', 'I', 'Vsus4', 'V', 'I']",/theorytab/view/nine-inch-nails/terrible-lie,B,major
Nine Inch Nails,The Becoming,"['G', 'F', 'C', 'Bb', 'F', 'C', 'F']","['I', 'VII', 'IV', 'III', 'VII', 'IV', 'VII']",/theorytab/view/nine-inch-nails/the-becoming,G,dorian
Nine Inch Nails,The Day The World Went Away - Quiet,"['C#sus4', 'C#m', 'C#m7', 'Bmaj7', 'B', 'Bmaj7', 'B6', 'E(add9)', 'E', 'F#', 'Bmaj7sus2', 'F#', 'F#(add9)', 'C#sus4', 'C#m', 'C#m7', 'Bmaj7', 'B', 'Bmaj7', 'B6', 'E(add9)', 'E', 'F#', 'Bmaj7sus2', 'F#', 'F#(add9)', 'C#', 'C#', 'Cxo', 'C#', 'B', 'Bsus2', 'Bm', 'Bsus2', 'A6', 'A6', 'D/A', 'A6', 'F#', 'B(add9)', 'C#', 'C#', 'Cxo', 'C#', 'B', 'Bsus2', 'Bm', 'Bsus2', 'A6', 'A6', 'D/A', 'A6', 'F#', 'B(add9)', 'C#', 'C#', 'Cxo', 'C#', 'B', 'Bsus2', 'Bm', 'Bsus2', 'A6', 'A6', 'D/A', 'A6', 'F#', 'B(add9)', 'C#', 'C#', 'Cxo', 'C#', 'B', 'Bsus2', 'Bm', 'Bsus2', 'A6', 'A6', 'D/A', 'A6', 'F#', 'B(add9)']","['Isus4', 'i', 'i7', 'VII7', 'VII', 'VII7', 'v65', 'III(add9)', 'III', 'IV', 'VII7sus2', 'IV', 'IV(add9)', 'Isus4', 'i', 'i7', 'VII7', 'VII', 'VII7', 'v65', 'III(add9)', 'III', 'IV', 'VII7sus2', 'IV', 'IV(add9)', 'I', 'I', 'viio', 'I', 'VII', 'VIIsus2', 'vii', 'VIIsus2', 'iv65', 'iv65', 'bII64', 'iv65', 'IV', 'VII(add9)', 'I', 'I', 'viio', 'I', 'VII', 'VIIsus2', 'vii', 'VIIsus2', 'iv65', 'iv65', 'bII64', 'iv65', 'IV', 'VII(add9)', 'I', 'I', 'viio', 'I', 'VII', 'VIIsus2', 'vii', 'VIIsus2', 'iv65', 'iv65', 'bII64', 'iv65', 'IV', 'VII(add9)', 'I', 'I', 'viio', 'I', 'VII', 'VIIsus2', 'vii', 'VIIsus2', 'iv65', 'iv65', 'bII64', 'iv65', 'IV', 'VII(add9)']",/theorytab/view/nine-inch-nails/the-day-the-world-went-away---quiet,C#,minor
Nine Inch Nails,The Downward Spiral,"['G', 'G/D', 'Em7', 'Em7', 'G', 'G/D', 'Em7', 'Em7', 'G', 'G/D', 'Em7', 'Em7', 'G', 'G/D', 'Em7', 'Em7', 'E']","['III', 'III64', 'i7', 'i7', 'III', 'III64', 'i7', 'i7', 'III', 'III64', 'i7', 'i7', 'III', 'III64', 'i7', 'i7', 'I']",/theorytab/view/nine-inch-nails/the-downward-spiral,E,minor
Nine Inch Nails,The Frail,"['Dsus4', 'Cm/Eb', 'Fsus4', 'G', 'Dsus4', 'Ebmaj7', 'F', 'F/C', 'G7', 'Dsus2', 'Ebsus2', 'F/C', 'G', 'Dsus4', 'Cm/Eb', 'Fsus4', 'G', 'Dsus2', 'Dsus2', 'Ebsus2', 'Fsus4', 'F/C', 'G', 'Dm', 'Cm/Eb', 'Fsus2', 'G', 'Dsus4', 'Ebmaj7', 'F', 'F/C', 'G7', 'Dsus2', 'Ebsus2', 'Fsus4', 'G', 'D', 'Eb', 'F', 'G', 'D', 'Eb', 'F', 'G', 'D', 'Eb', 'F', 'G', 'D', 'Eb', 'F', 'G']","['vsus4', 'iv6', 'VIIsus4', 'I', 'vsus4', 'VI7', 'VII', 'VII64', 'Ib7', 'Vsus2', 'VIsus2', 'VII64', 'I', 'vsus4', 'iv6', 'VIIsus4', 'I', 'Vsus2', 'Vsus2', 'VIsus2', 'VIIsus4', 'VII64', 'I', 'v', 'iv6', 'VIIsus2', 'I', 'vsus4', 'VI7', 'VII', 'VII64', 'Ib7', 'Vsus2', 'VIsus2', 'VIIsus4', 'I', 'V', 'VI', 'VII', 'I', 'V', 'VI', 'VII', 'I', 'V', 'VI', 'VII', 'I', 'V', 'VI', 'VII', 'I']",/theorytab/view/nine-inch-nails/the-frail,G,minor
Nine Inch Nails,The Great Below,"['Dm', 'C', 'Gm', 'F', 'Dm', 'C', 'Gm', 'F', 'Dm', 'C', 'Gm', 'F', 'Dm', 'C', 'Gm', 'F', 'Dsus2', 'D', 'C', 'C7', 'C6', 'Gm6', 'Gm', 'F/C', 'Bbmaj7sus2', 'F', 'Dsus2', 'D', 'C', 'C7', 'C6', 'Gm6', 'Gm', 'F/C', 'Bbmaj7sus2', 'F', 'Am', 'A', 'Asus4', 'A/E', 'Bbm', 'Bb', 'A#o/E', 'G6', 'G', 'A', 'Asus4', 'A/E', 'Bbm', 'Bb', 'A#o/E', 'G6', 'G', 'A', 'Asus4', 'A/E', 'Bbm', 'Bb', 'A#o/E', 'G6', 'G', 'A', 'Asus4', 'A/E', 'Bbm', 'Bb', 'A#o/E', 'G6', 'G']","['i', 'VII', 'iv', 'III', 'i', 'VII', 'iv', 'III', 'i', 'VII', 'iv', 'III', 'i', 'VII', 'iv', 'III', 'isus2', 'I', 'VII', 'VII7', 'v65', 'iiø65', 'iv', 'III64', 'VI7sus2', 'III', 'isus2', 'I', 'VII', 'VII7', 'v65', 'iiø65', 'iv', 'III64', 'VI7sus2', 'III', 'v', 'II', 'iisus4', 'II64', 'biii', 'bIII', 'viio64', 'vi65', 'I', 'II', 'iisus4', 'II64', 'biii', 'bIII', 'viio64', 'vi65', 'I', 'II', 'iisus4', 'II64', 'biii', 'bIII', 'viio64', 'vi65', 'I', 'II', 'iisus4', 'II64', 'biii', 'bIII', 'viio64', 'vi65', 'I']",/theorytab/view/nine-inch-nails/the-great-below,D,minor
Nine Inch Nails,The Lovers,"['F', 'Eb', 'Bbsus2', 'Bbm', 'Ab/C', 'Absus4', 'F', 'Eb', 'Bbsus2', 'Bbm', 'Ab/C', 'Absus4', 'F', 'Eb', 'Bbsus2', 'Bbm', 'Ab/C', 'Absus4', 'F', 'Eb', 'Bbsus2', 'Bbm', 'Ab/C', 'Absus4']","['I', 'VII', 'ivsus2', 'iv', 'III6', 'IIIsus4', 'I', 'VII', 'ivsus2', 'iv', 'III6', 'IIIsus4', 'I', 'VII', 'ivsus2', 'iv', 'III6', 'IIIsus4', 'I', 'VII', 'ivsus2', 'iv', 'III6', 'IIIsus4']",/theorytab/view/nine-inch-nails/the-lovers,F,minor
Nine Inch Nails,The New Flesh,"['G', 'F', 'F', 'F', 'Em', 'F', 'G', 'F', 'Dm', 'F', 'C', 'C', 'C', 'Bo', 'C', 'Bo', 'G', 'G', 'F', 'F', 'F', 'Em', 'F', 'G', 'F', 'Dm', 'F', 'C', 'C', 'C', 'Bo', 'C', 'Bo', 'G']","['I', 'VII', 'VII', 'VII', 'vi', 'VII', 'I', 'VII', 'v', 'VII', 'IV', 'IV', 'IV', 'iiio', 'IV', 'iiio', 'I', 'I', 'VII', 'VII', 'VII', 'vi', 'VII', 'I', 'VII', 'v', 'VII', 'IV', 'IV', 'IV', 'iiio', 'IV', 'iiio', 'I']",/theorytab/view/nine-inch-nails/the-new-flesh,G,mixolydian
Nine Inch Nails,The Perfect Drug,"['Fm', 'Ab', 'Eb', 'Fm', 'Ab', 'Eb', 'Fm', 'Ab', 'Eb', 'Fm', 'Ab', 'Eb']","['i', 'III', 'VII', 'i', 'III', 'VII', 'i', 'III', 'VII', 'i', 'III', 'VII']",/theorytab/view/nine-inch-nails/the-perfect-drug,F,minor
Nine Inch Nails,The Persistence of Loss,"['D', 'Dsus4', 'D', 'Esus2', 'Asus2', 'B7', 'D', 'D', 'Dsus4', 'D', 'Esus2', 'Asus2', 'B7', 'B7/F#', 'D', 'Dsus4', 'D', 'Esus2', 'Asus2', 'B7', 'D', 'D', 'Dsus4', 'D', 'Esus2', 'Asus4', 'Bsus2', 'Dmaj7']","['I', 'Isus4', 'I', 'IIsus2', 'Vsus2', 'V7', 'I', 'I', 'Isus4', 'I', 'IIsus2', 'Vsus2', 'V7', 'V43', 'I', 'Isus4', 'I', 'IIsus2', 'Vsus2', 'V7', 'I', 'I', 'Isus4', 'I', 'IIsus2', 'Vsus4', 'Vsus2', 'I7']",/theorytab/view/nine-inch-nails/the-persistence-of-loss,D,major
Nine Inch Nails,We're In This Together,"['Dm', 'Dm', 'Eb', 'F', 'F/A', 'C', 'C/G', 'G', 'G', 'Fsus2', 'Dm', 'Dm', 'Eb', 'F', 'F/A', 'C', 'C/G', 'G', 'G', 'Fsus2']","['i', 'i', 'II', 'III', 'III6', 'VII', 'VII64', 'IV', 'IV', 'IIIsus2', 'i', 'i', 'II', 'III', 'III6', 'VII', 'VII64', 'IV', 'IV', 'IIIsus2']",/theorytab/view/nine-inch-nails/were-in-this-together,D,phrygian
Nine Inch Nails,Wish,"['F', 'F', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Eb', 'Dm', 'C', 'Dm', 'Dm', 'Dm', 'Eb', 'Dm', 'F', 'F', 'C', 'C', 'G', 'Ab', 'Dm', 'Dm', 'Dm', 'Eb', 'Dm', 'C', 'Dm', 'Dm', 'Dm', 'Eb', 'Dm']","['III', 'III', 'VII', 'VII', 'i', 'i', 'i', 'bII', 'i', 'VII', 'i', 'i', 'i', 'bII', 'i', 'III', 'III', 'VII', 'VII', 'IV', 'bV', 'i', 'i', 'i', 'bII', 'i', 'VII', 'i', 'i', 'i', 'bII', 'i']",/theorytab/view/nine-inch-nails/wish,D,minor
Nine Inch Nails,Zero Sum,"['F', 'D', 'C', 'G', 'F', 'D', 'C', 'G']","['bVII', 'V', 'IV', 'I', 'bVII', 'V', 'IV', 'I']",/theorytab/view/nine-inch-nails/zero-sum,G,major
Ninja Sex Party,Cool Patrol,"['Bbm', 'Ab', 'Bbm', 'Ab', 'Bbm', 'Ab', 'F', 'F', 'Bbm', 'Ab', 'Bbm', 'Ab', 'Bbm', 'Ab', 'F', 'F', 'Ab', 'Eb', 'Bbm', 'Db', 'Ab', 'Eb', 'Bbm', 'Db', 'Ab', 'Eb', 'Bbm', 'Db', 'Ab', 'Eb', 'Bbm', 'Db']","['i', 'VII', 'i', 'VII', 'i', 'VII', 'V', 'V', 'i', 'VII', 'i', 'VII', 'i', 'VII', 'V', 'V', 'I', 'V', 'ii', 'IV', 'I', 'V', 'ii', 'IV', 'I', 'V', 'ii', 'IV', 'I', 'V', 'ii', 'IV']",/theorytab/view/ninja-sex-party/cool-patrol,Bb,minor
Ninja Sex Party,Dinosaur Laser Fight,"['A/C#', 'D', 'E', 'A/C#', 'D', 'E', 'A/C#', 'D', 'E', 'F#m7', 'F#m7', 'E', 'A/C#', 'D', 'E', 'A/C#', 'D', 'E', 'A/C#', 'D', 'E', 'F#m7', 'F#m7', 'E', 'F#m7', 'Esus4', 'A/C#', 'Dsus2', 'F#m7', 'Esus4', 'A/C#', 'D', 'E', 'F#m7', 'Esus4', 'A/C#', 'Dsus2', 'F#m7', 'Esus4', 'A/C#', 'D', 'E']","['I6', 'IV', 'V', 'I6', 'IV', 'V', 'I6', 'IV', 'V', 'vi7', 'vi7', 'V', 'I6', 'IV', 'V', 'I6', 'IV', 'V', 'I6', 'IV', 'V', 'vi7', 'vi7', 'V', 'vi7', 'Vsus4', 'I6', 'IVsus2', 'vi7', 'Vsus4', 'I6', 'IV', 'V', 'vi7', 'Vsus4', 'I6', 'IVsus2', 'vi7', 'Vsus4', 'I6', 'IV', 'V']",/theorytab/view/ninja-sex-party/dinosaur-laser-fight,A,major
Ninja Sex Party,Everybody Shut Up (I Have An Erection),"['G', 'G', 'A', 'A', 'A', 'A', 'Bm', 'Bm', 'A', 'Bm', 'Bm', 'A', 'G', 'G', 'A', 'A', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'G', 'A', 'A', 'A', 'A', 'Bm', 'Bm', 'A', 'Bm', 'Bm', 'A', 'Em', 'Em', 'F#m', 'F#m', 'F#m', 'A', 'Bm', 'Bm', 'A', 'Bm', 'Em', 'F#m', 'G', 'A', 'Em', 'F#m', 'C', 'C', 'Em', 'F#m', 'G', 'A', 'Em', 'F#m', 'C/D', 'D']","['VI', 'VI', 'VII', 'VII', 'VII', 'VII', 'i', 'i', 'VII', 'i', 'i', 'VII', 'VI', 'VI', 'VII', 'VII', 'VII', 'III', 'III', 'III', 'III', 'III', 'III', 'VI', 'VI', 'VII', 'VII', 'VII', 'VII', 'i', 'i', 'VII', 'i', 'i', 'VII', 'iv', 'iv', 'v', 'v', 'v', 'VII', 'i', 'i', 'VII', 'i', 'ii', 'iii', 'IV', 'V', 'ii', 'iii', 'bVII', 'bVII', 'ii', 'iii', 'IV', 'V', 'ii', 'iii', 'I11', 'I']",/theorytab/view/ninja-sex-party/everybody-shut-up-%28i-have-an-erection%29,B,minor
Ninja Sex Party,Orgy For One,"['G', 'D', 'Bm', 'D', 'G', 'D', 'A', 'A', 'G', 'D', 'Bm', 'D', 'G', 'D', 'A', 'A', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'G/B', 'A/C#', 'G/D', 'A/E']","['IV', 'I', 'vi', 'I', 'IV', 'I', 'V', 'V', 'IV', 'I', 'vi', 'I', 'IV', 'I', 'V', 'V', 'I', 'V', 'I', 'IV', 'I', 'V', 'I', 'I', 'V', 'I', 'IV', 'I', 'V', 'I', 'IV', 'I', 'V', 'I', 'IV6', 'V6', 'IV64', 'V64']",/theorytab/view/ninja-sex-party/orgy-for-one,D,major
Ninja Sex Party,Three Minutes of Ecstasy,"['Bb', 'F', 'Am', 'Am', 'Dm', 'Bb', 'F', 'Am', 'Eb', 'Bb', 'F', 'Am', 'Am', 'Dm', 'Bb', 'F', 'Am', 'Eb', 'Bb', 'F', 'Am', 'Am', 'Dm', 'Eb', 'Gm7', 'C7sus4', 'C7sus4', 'C7', 'F', 'Abmaj7', 'Dbmaj7', 'Eb', 'F', 'Abmaj7', 'Dbmaj7', 'Eb', 'F', 'Eb6', 'Bb(add9)', 'Gb(add#11)', 'F', 'Eb6', 'Bb(add9)', 'Gb(add#11)']","['I', 'V', 'vii', 'vii', 'iii', 'I', 'V', 'vii', 'IV', 'I', 'V', 'vii', 'vii', 'iii', 'I', 'V', 'vii', 'IV', 'I', 'V', 'vii', 'vii', 'iii', 'IV', 'vi7', 'V7sus4', 'V7sus4', 'V7', 'I', 'bIII7', 'bVI7', 'bVII', 'I', 'bIII7', 'bVI7', 'bVII', 'I', 'ii65', 'IV(add9)', 'bII(add11)', 'I', 'ii65', 'IV(add9)', 'bII(add11)']",/theorytab/view/ninja-sex-party/three-minutes-of-ecstasy,Bb,major
Nino Rota,Amarcord,"['G', 'Cm', 'Am7(b5)', 'G/D', 'D7(#5)', 'G']","['I', 'iv', 'iiø7', 'I64', 'V+7(#5)', 'I']",/theorytab/view/nino-rota/amarcord,G,major
Nino Rota,Romeo and Juliet,"['Dm', 'Eb', 'Bb/D', 'Cm', 'Gm', 'Dm', 'Eb', 'Cm', 'Dm', 'Gm', 'Gm', 'Dm', 'Gm']","['v', 'VI', 'III6', 'iv', 'i', 'v', 'VI', 'iv', 'v', 'i', 'i', 'v', 'i']",/theorytab/view/nino-rota/romeo-and-juliet,G,minor
Nintendo,The Legend of Zelda Main Theme,"['Bb', 'Ab6', 'Gb', 'Db', 'Cbmaj7', 'Bbm', 'C7', 'F', 'Fm/Ab', 'Gm7(b5)', 'Gbmaj7', 'Bb', 'Ab6', 'Gb', 'Gb7', 'F7', 'Gb7/Fb', 'F', 'Gb7/Fb', 'F', 'Cb', 'Bbm', 'C7', 'F', 'Fm/Ab', 'Gm7(b5)', 'Gbmaj7']","['I', 'v65', 'VI', 'III', 'bII7', 'i', 'V7', 'V', 'v6', '#viø7', 'VI7', 'I', 'v65', 'VI', 'VI7', 'V7', 'VI42', 'V', 'VI42', 'V', 'bII', 'i', 'V7', 'V', 'v6', '#viø7', 'VI7']",/theorytab/view/nintendo/legend-of-zelda-main-theme,Bb,minor
Nirvana,About A Girl,"['Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'Bm', 'Am', 'Em', 'Bm', 'Am', 'E', 'Am', 'C', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'G']","['i', 'III', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'v', 'iv', 'i', 'v', 'iv', 'I', 'iv', 'VI', 'i', 'III', 'i', 'III', 'i', 'III', 'i', 'III']",/theorytab/view/nirvana/about-a-girl,E,minor
Nirvana,All Apologies,"['C#', 'C#']","['I', 'I']",/theorytab/view/nirvana/all-apologies,C#,mixolydian
Nirvana,Aneurysm,"['B', 'D', 'B', 'D', 'F#m', 'A/G#', 'A', 'B', 'A#o', 'A', 'F#m', 'A/G#', 'A', 'B', 'A#o', 'A', 'F#m', 'A/G#', 'A', 'B', 'A#o', 'A', 'F#m', 'A/G#', 'A', 'B', 'A#o', 'A']","['IV', 'bVI', 'IV', 'bVI', 'i', 'III42', 'III', 'IV', 'viio', 'III', 'i', 'III42', 'III', 'IV', 'viio', 'III', 'i', 'III42', 'III', 'IV', 'viio', 'III', 'i', 'III42', 'III', 'IV', 'viio', 'III']",/theorytab/view/nirvana/aneurysm,F#,dorian
Nirvana,Come As You Are,"['Em', 'D', 'Em', 'D', '', 'Am', 'C', 'Am', 'C', 'Am', 'C', 'Am', 'C']","['i', 'VII', 'i', 'VII', '', 'iv', 'VI', 'iv', 'VI', 'iv', 'VI', 'iv', 'VI']",/theorytab/view/nirvana/come-as-you-are,E,minor
Nirvana,David Bowie - Man Who Sold The World,"['C#m', 'G#', 'C#m', 'G#', 'E', 'B', 'G#', 'C#m', 'C#m', 'B', 'B', 'E', 'C6', 'E', 'B', 'E', 'C6']","['i', 'V', 'i', 'V', 'III', 'VII', 'V', 'i', 'i', 'VII', 'VII', 'III', 'vi65', 'III', 'VII', 'III', 'vi65']",/theorytab/view/nirvana/david-bowie---man-who-sold-the-world,C#,minor
Nirvana,Heart Shaped Box,"['G#m', 'E', 'C#7', 'G#m', 'E', 'C#7', 'E', 'E', 'C#7', 'C#7', 'E', 'E', 'C#7', 'C#7', 'G#m', 'G#m', 'E', 'E', 'C#7', 'C#', 'G#m', 'E', 'C#7']","['i', 'bVI', 'IV7', 'i', 'bVI', 'IV7', 'bVI', 'bVI', 'IV7', 'IV7', 'bVI', 'bVI', 'IV7', 'IV7', 'i', 'i', 'bVI', 'bVI', 'IV7', 'IV', 'i', 'bVI', 'IV7']",/theorytab/view/nirvana/heart-shaped-box,G#,dorian
Nirvana,In Bloom,"['Bb', 'G', 'F', 'Ab', 'Bb', 'G', 'F', 'Ab', 'Bb', 'Gb', 'Eb', 'Cb', 'A', 'Bb', 'Gb', 'Eb', 'Cb', 'A']","['I', 'V', 'V', 'bVII', 'I', 'V', 'V', 'bVII', 'I', 'bVI', 'IV', 'bII', 'V', 'I', 'bVI', 'IV', 'bII', 'V']",/theorytab/view/nirvana/in-bloom,Bb,major
Nirvana,Lithium,"['D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C', 'D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C', 'D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C', 'D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C', 'D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C', 'D', 'F#', 'Bm', 'G', 'Bb', 'C', 'A', 'C']","['I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII', 'I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII', 'I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII', 'I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII', 'I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII', 'I', 'V', 'vi', 'IV', 'bVI', 'bVII', 'V', 'bVII']",/theorytab/view/nirvana/lithium,D,major
Nirvana,Marigold,"['Eb', 'C7(no3)', 'Bb', 'Cbmaj7', 'Eb', 'C7(no3)', 'Bb', 'Cbmaj7', 'Eb', 'C7(no3)', 'Bb', 'Cbmaj7', 'Eb', 'C7(no3)', 'Bb', 'Cbmaj7', 'Gb', 'Ab', 'Ebmaj7', 'Cmaj7', 'Cb']","['I', 'V7(no3)', 'V', 'bVI7', 'I', 'V7(no3)', 'V', 'bVI7', 'I', 'V7(no3)', 'V', 'bVI7', 'I', 'V7(no3)', 'V', 'bVI7', 'bIII', 'IV', 'I7', 'VI7', 'bVI']",/theorytab/view/nirvana/marigold,Eb,major
Nirvana,Polly,"['D#m', 'F#', 'C#', 'B', 'D#m', 'F#', 'C#', 'B']","['i', 'III', 'VII', 'VI', 'i', 'III', 'VII', 'VI']",/theorytab/view/nirvana/polly,D#,minor
Nirvana,Smells Like Teen Spirit,"['Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fsus2', 'Bbsus2', 'Ab', 'Db', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbsus2', 'Fm/Ab', 'Dbmaj7', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db', 'Fm', 'Bbm', 'Ab', 'Db']","['i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'isus2', 'ivsus2', 'III', 'VI', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'ivsus2', 'i6', 'VI7', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI', 'i', 'iv', 'III', 'VI']",/theorytab/view/nirvana/smells-like-teen-spirit,F,minor
Nirvana,Something in the Way,"['Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db', 'Fm', 'Db']","['i', 'VI', 'i', 'VI', 'i', 'VI', 'i', 'VI']",/theorytab/view/nirvana/something-in-the-way,F,minor
Nirvana,Stay Away,"['D', 'Bm', 'F', 'C', 'D', 'Bm', 'F', 'C', 'D', 'Bm', 'F', 'C', 'D', 'Bm', 'F', 'C']","['I', 'vi', 'IV', 'VII', 'I', 'vi', 'IV', 'VII', 'I', 'vi', 'IV', 'VII', 'I', 'vi', 'IV', 'VII']",/theorytab/view/nirvana/stay-away,D,mixolydian
Nirvana,You Know You're Right,"['F', 'Db', 'Eb', 'F']","['I', 'VI', 'VII', 'I']",/theorytab/view/nirvana/you-know-youre-right,F,minor
Nitro Fun,Cheat Codes,"['F#m7', 'G#m/B', 'B', 'A6', 'Dmaj7', 'E', 'F#m7', 'G#m/B', 'B', 'A6', 'Dmaj7', 'E', 'F#m7', 'G#m/F#', 'E', 'F#m7', 'F#m7', 'F#m7', 'F#m7', 'E', 'F#m7', 'G#m/F#', 'F#m7', 'Bm7', 'Bm7', 'Bm7', 'E#o(addb9)']","['i7', 'ii6', 'IV', 'i65', 'bVI7', 'VII', 'i7', 'ii6', 'IV', 'i65', 'bVI7', 'VII', 'i7', 'ii42', 'VII', 'i7', 'i7', 'i7', 'i7', 'VII', 'i7', 'ii42', 'i7', 'iv7', 'iv7', 'iv7', 'viiø(add9)']",/theorytab/view/nitro-fun/cheat-codes,F#,dorian
Nitro Fun,New Game,"['F#m', 'B', 'F#m', 'D', 'C#', 'F#m', 'B', 'F#m', 'D', 'E', 'E#o']","['i', 'IV', 'i', 'bVI', 'V', 'i', 'IV', 'i', 'bVI', 'VII', 'viio']",/theorytab/view/nitro-fun/new-game,F#,dorian
Nitro Fun,Safe and Sound,"['Amaj7', 'E(add9)/G#', 'C#7sus2', 'Emaj7/G#', 'C#7sus2', 'B(add9)', 'Amaj7', 'E(add9)/G#', 'C#7sus2', 'Emaj7/G#', 'C#7sus2', 'A', 'E/G#', 'F#m', 'C#m', 'B/D#', 'E', 'G#m/B', 'A', 'E/G#', 'Eo/G', 'Bsus2']","['IV7', 'I6(add9)', 'vi7sus2', 'I65', 'vi7sus2', 'V(add9)', 'IV7', 'I6(add9)', 'vi7sus2', 'I65', 'vi7sus2', 'IV', 'I6', 'ii', 'vi', 'V6', 'I', 'iii6', 'IV', 'I6', 'io6', 'Vsus2']",/theorytab/view/nitro-fun/safe-and-sound,E,major
