Id;Name;Episodes;Franchise;Kind;Rating;Score;Status;AiredOn;ReleasedOn
30754;Tamagotchi! x Taka no Tsume: Tamagotchi de Seikai Seifuku;1;hybrid_deka;ova;g;0.0;released;2012-09-02T20:00:00.0000000Z;
30757;Monster Strike;51;taka_no_tsume;ona;pg;6.45;released;2015-10-09T21:00:00.0000000Z;2016-12-02T21:00:00.0000000Z
30759;Minna de Tonda;1;;ova;g;0.0;released;1997-12-31T21:00:00.0000000Z;
30760;Momoiro no Crayon;1;;ova;g;0.0;released;2005-12-31T21:00:00.0000000Z;
30761;Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni;1;;ova;g;0.0;released;2004-12-31T21:00:00.0000000Z;
30762;Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!;1;bokura_no_saibanin_monogatari;ova;g;0.0;released;2006-12-31T21:00:00.0000000Z;
30763;Yuuki no Omamori;1;yuuki_no_omamori;ova;g;0.0;released;2010-12-31T21:00:00.0000000Z;
30764;Jibun no Mune ni te wo Atete;1;yuuki_no_omamori;ova;g;0.0;released;2010-12-31T21:00:00.0000000Z;
30765;Present;1;;ova;g;0.0;released;2002-12-31T21:00:00.0000000Z;
30766;Home-Pato the Movie;1;;ona;g;5.43;released;2015-05-03T21:00:00.0000000Z;
30767;Wonder 3 Pilot;1;atom;special;g;0.0;released;1964-12-31T21:00:00.0000000Z;
30777;Kaijuu Sakaba Kanpai!;13;kaijuu_sakaba_kanpai;tv;pg;0.0;released;2015-07-06T21:00:00.0000000Z;2015-09-28T21:00:00.0000000Z
30778;Fairy Tail Movie 2: Dragon Cry;1;fairy_tail;movie;pg_13;7.52;released;2017-05-05T21:00:00.0000000Z;
30781;Matsubara-kun;5;matsubara_kun;ona;g;0.0;released;2015-05-17T21:00:00.0000000Z;2015-05-21T21:00:00.0000000Z
30782;Bikini Warriors;12;bikini_warriors;tv;r_plus;5.15;released;2015-07-07T21:00:00.0000000Z;2015-09-22T21:00:00.0000000Z
30790;Yowamushi Pedal: Re:ROAD;1;yowamushi_pedal;movie;pg_13;7.41;released;2015-06-11T21:00:00.0000000Z;
30795;Bakuon!!;12;bakuon;tv;pg_13;6.48;released;2016-04-04T21:00:00.0000000Z;2016-06-20T21:00:00.0000000Z
30796;Gokudou Sakaba Denden: Gokudou Daisensou Gaiden;3;;ona;pg_13;0.0;released;2015-05-29T21:00:00.0000000Z;2015-06-12T21:00:00.0000000Z
30803;Planetarium Chibi Maruko-chan, Hoshi ni Negai wo;1;chibi_maruko_chan;movie;g;0.0;released;2015-07-17T21:00:00.0000000Z;
30806;Schwarzesmarken;12;schwarzesmarken;tv;r;6.79;released;2016-01-10T21:00:00.0000000Z;2016-03-27T21:00:00.0000000Z
30813;Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e;1;classroom_of_the_elite;special;pg_13;6.95;released;2015-05-21T21:00:00.0000000Z;
30814;Landscape;1;;movie;g;4.79;released;2003-12-31T21:00:00.0000000Z;
30818;City Hunter: Ryou no Propose;1;city_hunter;ova;pg_13;6.64;released;2016-04-30T21:00:00.0000000Z;
30825;Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi;1;gakkou_no_kaidan;special;pg_13;7.04;released;2001-08-23T20:00:00.0000000Z;
30826;Suzakinishi The Animation;12;;tv;pg_13;5.4;released;2015-07-07T21:00:00.0000000Z;2015-09-22T21:00:00.0000000Z
30829;30-pun de Wakaru! Kore made no Love Live!;2;love_live;ona;pg_13;7.16;released;2015-04-23T21:00:00.0000000Z;2015-05-21T21:00:00.0000000Z
30831;Kono Subarashii Sekai ni Shukufuku wo!;10;konosuba;tv;pg_13;8.15;released;2016-01-13T21:00:00.0000000Z;2016-03-16T21:00:00.0000000Z
30839;Big X Episode 0;1;big_x;special;g;0.0;released;;
30840;Many Things SD Gundam;2;gundam;special;pg_13;5.32;released;2010-12-31T21:00:00.0000000Z;2011-07-21T20:00:00.0000000Z
30842;Nekota no Koto ga Kininatte Shikatanai. (ONA);4;nekota_no_koto_ga_kininatte_shikatanai_ona;ona;g;6.24;released;2015-04-06T21:00:00.0000000Z;2015-04-27T21:00:00.0000000Z
30845;Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!;1;aikatsu;movie;pg;6.93;released;2015-08-21T21:00:00.0000000Z;
30850;UFO Gakuen no Himitsu;1;uchuu_no_hou;movie;g;5.14;released;2015-10-09T21:00:00.0000000Z;
30851;Q Transformers: Saranaru Ninki Mono e no Michi;13;transformers;tv;pg_13;5.68;released;2015-07-05T21:00:00.0000000Z;2015-09-30T21:00:00.0000000Z
30859;Memory of Red;1;;movie;g;4.51;released;2003-12-31T21:00:00.0000000Z;
30861;Happy Bogeys;12;;movie;g;0.0;released;1999-12-31T21:00:00.0000000Z;2013-12-31T20:00:00.0000000Z
30862;Yubi wo Nusunda Onna;1;;movie;g;5.82;released;2009-12-31T21:00:00.0000000Z;
30863;Usalullaby;1;usatalk;movie;g;4.81;released;2012-12-31T20:00:00.0000000Z;
30864;New Tokyo Ondo;1;;movie;g;0.0;released;2012-12-31T20:00:00.0000000Z;
30865;Umi ni Ochita Tsuki no Hanashi;1;;movie;g;6.22;released;2012-12-31T20:00:00.0000000Z;
30868;Ajin Part 1: Shoudou;1;ajin;movie;r;7.51;released;2015-11-26T21:00:00.0000000Z;
30869;Ajin Part 2: Shoutotsu;1;ajin;movie;r;7.27;released;2016-05-05T21:00:00.0000000Z;
30870;Ajin Part 3: Shougeki;1;ajin;movie;r;7.29;released;2016-09-22T21:00:00.0000000Z;
30873;Madou King Granzort: Nonstop Rabi;1;madou_king_granzort;special;g;0.0;released;1990-08-15T20:00:00.0000000Z;
30875;Washimo 3rd Season;44;washimo;tv;g;0.0;released;2015-03-29T21:00:00.0000000Z;2015-09-21T21:00:00.0000000Z
30885;Noragami Aragoto OVA;2;noraneko;ova;pg_13;7.9;released;2015-11-16T21:00:00.0000000Z;2016-03-16T21:00:00.0000000Z
30886;Mu Di;1;;movie;g;5.84;released;1962-12-31T21:00:00.0000000Z;
30892;Boo Boo Boy;26;;tv;g;0.0;released;2015-07-03T21:00:00.0000000Z;2015-12-25T21:00:00.0000000Z
30893;Deban Desu Yo! Onigirizu;6;;tv;g;0.0;released;2015-05-31T21:00:00.0000000Z;2015-10-30T21:00:00.0000000Z
30895;HaruChika: Haruta to Chika wa Seishun suru;12;;tv;pg_13;6.35;released;2016-01-06T21:00:00.0000000Z;2016-03-23T21:00:00.0000000Z
30896;Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation;1;love_live;special;pg_13;6.92;released;2014-07-22T20:00:00.0000000Z;
30901;Utawarerumono: Itsuwari no Kamen;25;utawarerumono;tv;pg_13;7.27;released;2015-10-03T21:00:00.0000000Z;2016-03-26T21:00:00.0000000Z
30902;Yuru Yuri Nachuyachumi!+;2;yuru_yuri;special;pg_13;7.79;released;2015-08-20T21:00:00.0000000Z;2015-09-17T21:00:00.0000000Z
30905;Owanko;7;;ona;g;0.0;released;2012-11-21T20:00:00.0000000Z;2014-04-17T20:00:00.0000000Z
30906;Malta no Bouken;12;malta_no_bouken;tv;pg;0.0;released;2013-12-31T20:00:00.0000000Z;
30911;Tales of Zestiria the Cross;12;tales_of;tv;pg_13;7.3;released;2016-07-09T21:00:00.0000000Z;2016-09-24T21:00:00.0000000Z
30912;Robot Girls Z Episode 0;1;robot_girls_neo;ona;pg_13;6.09;released;2013-07-29T20:00:00.0000000Z;
30914;Animax Taisou;30;;special;g;0.0;released;2014-07-31T20:00:00.0000000Z;2015-07-30T21:00:00.0000000Z
30915;Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi;1;kekkai_sensen;special;r;6.82;released;2015-06-13T21:00:00.0000000Z;
30916;The Five Killers;1;;ona;pg_13;6.03;released;2006-12-31T21:00:00.0000000Z;
30919;Sora no Method: Aru Shoujo no Kyuujitsu★;1;sora_no_method;special;pg_13;6.89;released;2015-07-23T21:00:00.0000000Z;
30920;Utopa;1;utopa;movie;pg;5.68;released;2016-03-18T21:00:00.0000000Z;
30921;Kacchikenee!;1;utopa;movie;pg_13;6.33;released;2016-03-18T21:00:00.0000000Z;
30922;Kaze no Matasaburou (Movie);1;utopa;movie;g;6.11;released;2016-03-18T21:00:00.0000000Z;
30923;Colorful Ninja Iromaki;1;utopa;movie;pg;5.92;released;2016-03-18T21:00:00.0000000Z;
30925;Gatchaman Crowds Insight: Inbound;1;gatchaman;ona;pg_13;7.02;released;2015-06-19T21:00:00.0000000Z;
30926;Akazukin Chanto Manabou! Koutsuu Rule;1;;ova;g;0.0;released;2013-12-31T20:00:00.0000000Z;
30927;Hanakappa no Koutsuu Anzen: Cake wo Momomete Migi, Hidari, Migi;1;hanakappa;ova;g;0.0;released;2009-12-31T21:00:00.0000000Z;
30928;Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen;1;mushi_mushi_mura_no_nakama_tachi;ova;g;0.0;released;2011-12-31T20:00:00.0000000Z;
30929;Aladdin to Mahou no Lamp no Koutsuu Anzen;1;;ova;g;0.0;released;2010-12-31T21:00:00.0000000Z;
30930;Mameushi-kun no Koutsuu Anzen;1;mameushi_kun;ova;g;0.0;released;2008-12-31T21:00:00.0000000Z;
30931;Usagi to Kame no Koutsuu Anzen;1;;ova;g;0.0;released;2007-12-31T21:00:00.0000000Z;
30932;Oz no Mahoutsukai no Koutsuu Anzen no Tabi;1;;ova;g;0.0;released;2006-12-31T21:00:00.0000000Z;
30933;Son Gokuu no Koutsuu Rule Shugyou Chuu;1;;ova;g;0.0;released;2004-12-31T21:00:00.0000000Z;
30935;Douwa Mondai to Jinken: Anata wa Dou Kangaemasuka;1;;ova;g;0.0;released;2008-12-31T21:00:00.0000000Z;
30938;Ijime Juuyon-sai no Message;1;;ova;pg;0.0;released;1999-12-31T21:00:00.0000000Z;
30939;Shiranpuri;1;buta;ova;g;0.0;released;1998-12-31T21:00:00.0000000Z;
30940;Shounen Muku Hatojuu Monogatari;1;shounen_muku_hatojuu_monogatari;ova;g;0.0;released;1999-12-31T21:00:00.0000000Z;
30941;Utsukushii Message;1;;ova;g;0.0;released;2000-12-31T21:00:00.0000000Z;
30942;Ojarumaru: Chitchai Mono no Ookina Chikara;1;ojarumaru;ova;g;0.0;released;1999-12-31T21:00:00.0000000Z;
30943;Ojiichan wa Boku no Hero;1;;ova;g;0.0;released;1999-12-31T21:00:00.0000000Z;
30944;Muku Hatojuu no Meiken Monogatari;1;shounen_muku_hatojuu_monogatari;ova;g;0.0;released;1997-06-30T20:00:00.0000000Z;
30947;Kurayami Santa;13;;tv;pg_13;5.21;released;2015-07-04T21:00:00.0000000Z;2015-09-26T21:00:00.0000000Z
30948;Kowabon;13;;tv;pg_13;5.23;released;2015-10-03T21:00:00.0000000Z;2015-12-26T21:00:00.0000000Z
30952;New Initial D Movie: Legend 3 - Mugen;1;initial_d;movie;pg_13;7.82;released;2016-02-05T21:00:00.0000000Z;
30953;Arslan Senki (TV): Arsen 4-koma Gekijou;8;arslan_senki;special;pg_13;6.7;released;2015-07-22T21:00:00.0000000Z;2016-02-23T21:00:00.0000000Z
30954;Jakusansei Million Arthur;60;kairisei_million_arthur;ona;pg_13;6.32;released;2015-11-19T21:00:00.0000000Z;2018-06-12T21:00:00.0000000Z
30955;Crazy Monkey;1;;movie;r_plus;5.05;released;1980-04-18T21:00:00.0000000Z;
30957;Yukidaruma;1;;movie;g;0.0;released;1918-02-14T21:28:00.0000000Z;
30958;Daruma-chan;6;;ova;g;0.0;released;1999-12-31T21:00:00.0000000Z;
30959;Charamaru-kun to Dokumaru-kun;1;;ova;g;0.0;released;;
30960;Shou-chan Sora wo Tobu;1;;movie;pg_13;0.0;released;1992-11-13T21:00:00.0000000Z;
30961;Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama;3;sylvanian_families;ova;g;0.0;released;2005-03-31T20:00:00.0000000Z;2011-01-31T21:00:00.0000000Z
30965;Ninpuu Kamui Gaiden: Tsukihigai no Maki;1;ninpuu_kamui_gaiden;movie;r;0.0;released;1971-03-19T21:00:00.0000000Z;
30967;Chuumon no Ooi Ryouriten (1993);1;chuumon_no_ooi_ryouriten;movie;g;5.49;released;1993-08-02T20:00:00.0000000Z;
30968;Kokoro no Catchball;1;;ova;g;0.0;released;2004-12-31T21:00:00.0000000Z;
30969;Yasashii Ookami;1;;ova;g;0.0;released;2003-12-31T21:00:00.0000000Z;
30970;Jidou Bungaku Library;6;;ova;g;0.0;released;;
30971;Tanita Shokudou;1;;special;g;0.0;released;2015-05-13T21:00:00.0000000Z;
30973;Urashima Tarou (1952);1;taro_urashima;movie;g;0.0;released;1951-12-31T21:00:00.0000000Z;
30974;Wasurerumonka!;1;;ova;g;0.0;released;1992-12-31T21:00:00.0000000Z;
30975;Nanoha;1;;ova;g;0.0;released;1994-12-31T21:00:00.0000000Z;
30976;Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni;1;;ova;g;0.0;released;2005-12-31T21:00:00.0000000Z;
30977;Umi no Koumori;1;;ova;g;0.0;released;1986-12-31T21:00:00.0000000Z;
30978;Okaasan no Yasashii te;1;;ova;g;0.0;released;1991-12-31T22:00:00.0000000Z;
30979;Hachikadzuki-hime;1;;ova;g;0.0;released;1995-12-31T21:00:00.0000000Z;
30980;Ojiichan no Hanabi;1;;ova;g;0.0;released;1997-12-31T21:00:00.0000000Z;
30981;Hotaru no Mau Machi de;1;;ova;g;0.0;released;1997-12-31T21:00:00.0000000Z;
30982;Shutter Chance;1;;ova;g;0.0;released;1998-12-31T21:00:00.0000000Z;
30983;Shibuzome Ikki: Ashita ni Kakeru Niji;1;;ova;g;0.0;released;2000-12-31T21:00:00.0000000Z;
30984;Bero-dashi Chonma;1;;ova;pg;0.0;released;1986-12-31T21:00:00.0000000Z;
30985;Yamakoshi Mura no Mari to Sanbiki no Koinu;1;;ova;g;0.0;released;2006-04-25T20:00:00.0000000Z;
30988;Futsuu no Joshikousei ga [Locodol] Yattemita. OVA;2;futsuu_no_joshikousei_ga_[locodol]_yattemita;ova;pg_13;7.07;released;2015-03-22T21:00:00.0000000Z;2016-06-21T21:00:00.0000000Z
30989;Bary-san no Imabari-ben Kouza;47;bary_san_no_shokoku_manyuuki;tv;g;0.0;released;2015-07-06T21:00:00.0000000Z;2016-06-02T21:00:00.0000000Z
30991;Himouto! Umaru-chan OVA;2;himouto_umaru_chan;ova;pg_13;7.25;released;2015-10-18T21:00:00.0000000Z;2017-04-18T21:00:00.0000000Z
30997;Ojiichan no Tomato;1;;ova;g;0.0;released;1997-12-31T21:00:00.0000000Z;
30998;Yuujou no Kickoff;1;;ova;g;0.0;released;1993-12-31T21:00:00.0000000Z;
30999;Ningen no Uta;1;kizuna;ova;g;0.0;released;1987-12-31T21:00:00.0000000Z;
31000;Kizuna: Ningen no Uta Part 2;1;kizuna;ova;g;0.0;released;1989-12-31T21:00:00.0000000Z;
31001;Mirai Kara no Message;1;kizuna;ova;g;0.0;released;1988-12-31T21:00:00.0000000Z;
31002;Nibiki no Neko to Genkina Kazoku;1;;ova;g;0.0;released;1996-12-31T21:00:00.0000000Z;
31003;Boku no Aozora;1;;ova;g;0.0;released;1996-12-31T21:00:00.0000000Z;
31004;Niji no Kakehashi;1;;ova;g;0.0;released;1989-12-31T21:00:00.0000000Z;
31005;Souta no Chikai: Sabetsu ni Makenai Chikara;1;;ova;g;0.0;released;1995-12-31T21:00:00.0000000Z;
31007;Kumori Nochi Hare;1;;ova;g;0.0;released;1995-12-31T21:00:00.0000000Z;
31008;Makeruna! Senta: Sayonara Ijime Mushi;1;;ova;g;0.0;released;1996-12-31T21:00:00.0000000Z;
31009;Mebuki;1;;ova;g;0.0;released;1993-12-31T21:00:00.0000000Z;
31014;Aru Zombie Shoujo no Sainan;1;calamity_of_the_zombie_girl;special;pg_13;4.91;released;2012-06-30T20:00:00.0000000Z;
31015;Kakusensou;1;;ova;g;0.0;released;1999-12-31T21:00:00.0000000Z;
31016;Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi;1;;ova;g;0.0;released;1990-12-31T21:00:00.0000000Z;
31017;Neko wa Ikite Iru;1;;movie;g;0.0;released;1975-06-20T21:00:00.0000000Z;
31018;DD Hokuto no Ken 2 Ichigo Aji+;12;hokuto_no_ken;tv;pg_13;5.9;released;2015-10-06T21:00:00.0000000Z;2015-12-22T21:00:00.0000000Z
31019;Norasco (TV);43;norasco;tv;g;0.0;released;2014-05-18T20:00:00.0000000Z;2015-03-30T21:00:00.0000000Z
31020;Norasco: Cinema Point Card-hen;10;norasco;movie;g;0.0;released;2014-04-24T20:00:00.0000000Z;2015-02-28T21:00:00.0000000Z
31033;Nintama Rantarou: Dokutake Onsen no Dan;1;nintama_rantarou;special;g;0.0;released;2007-05-03T20:00:00.0000000Z;
31034;Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan;1;nintama_rantarou;special;g;0.0;released;2013-03-19T20:00:00.0000000Z;
31035;Inferno Cop Specials;3;inferno_cop;special;pg_13;6.12;released;2015-06-12T21:00:00.0000000Z;2017-07-01T21:00:00.0000000Z
31043;Boku dake ga Inai Machi;12;boku_dake_ga_inai_machi;tv;r;8.36;released;2016-01-07T21:00:00.0000000Z;2016-03-24T21:00:00.0000000Z
31044;Kamisama Minarai: Himitsu no Cocotama;139;hybrid_deka;tv;pg;6.0;released;2015-09-30T21:00:00.0000000Z;2018-06-27T21:00:00.0000000Z
31049;Beyblade Burst;51;beyblade;tv;pg;6.34;released;2016-04-03T21:00:00.0000000Z;2017-03-26T21:00:00.0000000Z
31050;Cyborg 009 VS Devilman;3;cyborg;ova;r;6.34;released;2015-11-10T21:00:00.0000000Z;
31051;Kuroko no Basket: Saikou no Present Desu;1;kuroko_no_basket;special;pg_13;8.1;released;2015-12-23T21:00:00.0000000Z;
31052;Saru Getchu Movie: Ougon no Pipo Helmet - Ukki Battle;1;saru_getchu;movie;pg;0.0;released;2002-08-16T20:00:00.0000000Z;
31054;Letchu, Getchu, Saru Getchu;76;saru_getchu;tv;pg;0.0;released;2002-04-07T20:00:00.0000000Z;2002-09-29T20:00:00.0000000Z
31055;Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix;1;pripara;movie;pg;6.48;released;2015-10-23T21:00:00.0000000Z;
31056;Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials;5;fate;special;pg_13;6.96;released;2015-09-24T21:00:00.0000000Z;2016-01-28T21:00:00.0000000Z
31057;Onaka Hime;3;;ona;g;0.0;released;2015-05-14T21:00:00.0000000Z;2015-06-19T21:00:00.0000000Z
31064;Gunslinger Stratos The Animation: Kikan/Kaze no Yukue;1;gunslinger_stratos;ona;pg_13;6.06;released;2015-06-19T21:00:00.0000000Z;
31065;Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai;1;gunslinger_stratos;special;pg_13;6.13;released;2015-06-26T21:00:00.0000000Z;
31068;Hime Chen! Otogi Chikku Idol Lilpri (2011);51;hime_chen_otogi_chikku_idol_lilpri;tv;pg;6.64;released;2011-04-05T20:00:00.0000000Z;2012-03-27T20:00:00.0000000Z
31070;Etotama Specials;6;etotama;special;pg_13;6.51;released;2015-05-12T21:00:00.0000000Z;2015-06-30T21:00:00.0000000Z
31071;Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou;5;kinyoru_abe_reiji;tv;g;0.0;released;2015-07-03T21:00:00.0000000Z;2015-07-31T21:00:00.0000000Z
31072;Show By Rock!!: Legend of Shingan Crimsonz;3;show_by_rock;ona;g;5.78;released;2013-05-28T20:00:00.0000000Z;2013-06-11T20:00:00.0000000Z
31073;Show By Rock!!: Plasmagica na Gogo;3;show_by_rock;ona;g;5.78;released;2013-05-28T20:00:00.0000000Z;2013-06-11T20:00:00.0000000Z
31078;PikkaPika Summer;31;;tv;none;0.0;released;2015-07-19T21:00:00.0000000Z;2015-08-30T21:00:00.0000000Z
31080;Anne Happy♪;12;;tv;pg_13;6.97;released;2016-04-06T21:00:00.0000000Z;2016-06-22T21:00:00.0000000Z
31091;Komori-san wa Kotowarenai!;12;ooyasan_wa_shishunki;tv;pg_13;6.26;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31096;Hibike! Euphonium: Suisougaku-bu no Nichijou;7;hibike_euphonium;special;pg_13;6.78;released;2015-06-16T21:00:00.0000000Z;2015-12-15T21:00:00.0000000Z
31098;Ushio to Tora (TV) 2nd Season;13;ushio_to_tora;tv;pg_13;7.94;released;2016-03-31T21:00:00.0000000Z;2016-06-23T21:00:00.0000000Z
31102;Taiko no Tatsujin: 15 Shuunenkinen Short Animation;1;taiko_no_tatsujin;ona;g;5.22;released;2015-06-24T21:00:00.0000000Z;
31105;Buddy Complex: Daremo Shiranai Ashita e;1;buddy_complex;ona;pg_13;6.97;released;2014-09-19T20:00:00.0000000Z;
31107;JR Nishi Nihon: Summer Train!;1;;special;g;5.4;released;2015-06-23T21:00:00.0000000Z;
31108;Green Dakara x Bakemono no Ko;2;mirai;ona;g;5.33;released;2015-06-23T21:00:00.0000000Z;2015-07-10T21:00:00.0000000Z
31109;Hatsukoi Monster;12;hatsukoi_monster;tv;pg_13;5.58;released;2016-07-01T21:00:00.0000000Z;2016-09-16T21:00:00.0000000Z
31111;Nisshin Seifun Group CM;3;;special;g;5.97;released;2010-02-28T21:00:00.0000000Z;2015-04-04T21:00:00.0000000Z
31113;Suisei no Gargantia: Puchitto Furikaerintia;1;puchitto_gargantia;special;pg_13;6.21;released;2014-09-26T20:00:00.0000000Z;
31115;Schick x Evangelion;2;evangelion;special;pg_13;6.06;released;2015-05-10T21:00:00.0000000Z;
31116;Momotaros no Natsuyasumi;1;kamen_rider_den_o;movie;g;0.0;released;2007-08-03T20:00:00.0000000Z;
31121;Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga;60;monster_musume_no_iru_nichijou;ona;pg_13;6.55;released;2015-07-07T21:00:00.0000000Z;2015-09-28T21:00:00.0000000Z
31128;Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba;1;arslan_senki;special;r;6.55;released;2015-07-04T21:00:00.0000000Z;
31129;Chichi to Ko;1;;special;g;0.0;released;1997-12-31T21:00:00.0000000Z;
31133;Shounen Sunday CM Gekijou: InuYasha-hen;2;inuyasha;special;pg_13;6.28;released;1996-10-31T21:00:00.0000000Z;1999-12-31T21:00:00.0000000Z
31135;Idea ga Tsukamaranai.;1;;movie;pg_13;0.0;released;2010-12-31T21:00:00.0000000Z;
31137;Mahou Shoujo Lyrical Nanoha ViVid: Special Program;1;mahou_shoujo_lyrical_nanoha;special;pg_13;6.14;released;2015-06-25T21:00:00.0000000Z;
31138;Overlord: Ple Ple Pleiades;8;overlord;special;pg_13;7.0;released;2015-09-24T21:00:00.0000000Z;2016-02-23T21:00:00.0000000Z
31139;Ame-iro Cocoa: Rainy Color e Youkoso!;12;ame_iro_cocoa;tv;pg_13;4.8;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31143;Onsen Yousei Hakone-chan;13;;tv;pg_13;5.86;released;2015-10-03T21:00:00.0000000Z;2015-12-26T21:00:00.0000000Z
31144;Mottainai (Special);1;;special;g;6.46;released;2015-06-30T21:00:00.0000000Z;
31145;Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama;1;code_geass;special;pg_13;6.86;released;2015-06-25T21:00:00.0000000Z;
31147;Concrete Revolutio: Choujin Gensou;13;concrete_revolutio;tv;pg_13;6.71;released;2015-10-03T21:00:00.0000000Z;2015-12-26T21:00:00.0000000Z
31149;Persona 3 the Movie 4: Winter of Rebirth;1;persona;movie;r;8.02;released;2016-01-22T21:00:00.0000000Z;
31150;Xi Yang Yang Yu Hui Tai Lang;0;xi_yang_yang_yu_hui_tai_lang;tv;g;6.01;ongoing;2004-12-31T21:00:00.0000000Z;
31156;Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari;1;kuusen_madoushi_kouhosei_no_kyoukan;ova;pg_13;6.43;released;2016-03-08T21:00:00.0000000Z;
31157;ClassicaLoid;25;classicaloid;tv;pg_13;6.42;released;2016-10-07T21:00:00.0000000Z;2017-03-31T21:00:00.0000000Z
31158;Hetalia: The World Twinkle Specials;3;hetalia;special;pg_13;7.25;released;2015-10-27T21:00:00.0000000Z;2015-12-24T21:00:00.0000000Z
31163;Dimension W;12;dimension_w;tv;r;7.22;released;2016-01-09T21:00:00.0000000Z;2016-03-26T21:00:00.0000000Z
31164;Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!;1;youkai_watch;ona;g;0.0;released;2015-06-23T21:00:00.0000000Z;
31165;Meiji x Kokosake & anohana Receipt Oubo Campaign;2;choco_kyouju_no_oheya;special;g;5.63;released;2015-06-01T21:00:00.0000000Z;2015-07-30T21:00:00.0000000Z
31166;Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou;1;nyamen;special;g;0.0;released;2014-07-29T20:00:00.0000000Z;
31168;Pokemon XY: Odemashi Ko Majin Hoopa;1;pokemon;ova;pg;6.31;released;2015-06-18T21:00:00.0000000Z;
31170;Youkai Ninpouchou Jiraiya!;1;;special;g;5.48;released;2015-04-01T21:00:00.0000000Z;
31173;Akagami no Shirayuki-hime 2nd Season;12;akagami_no_shirayuki_hime;tv;pg_13;8.0;released;2016-01-11T21:00:00.0000000Z;2016-03-28T21:00:00.0000000Z
31174;Osomatsu-san;25;osomatsu_san;tv;r;8.01;released;2015-10-05T21:00:00.0000000Z;2016-03-28T21:00:00.0000000Z
31177;Yakyuubu Aruaru;3;;tv;g;0.0;released;2015-07-08T21:00:00.0000000Z;2015-07-10T21:00:00.0000000Z
31178;Uta no☆Prince-sama♪: Maji Love Legend Star;13;uta_no_prince_sama;tv;pg_13;7.19;released;2016-10-01T21:00:00.0000000Z;2016-12-24T21:00:00.0000000Z
31181;Owarimonogatari;12;bakemonogatari;tv;r;8.46;released;2015-10-03T21:00:00.0000000Z;2015-12-19T21:00:00.0000000Z
31196;Cardfight!! Vanguard G: GIRS Crisis-hen;26;cardfight_vanguard;tv;pg_13;6.66;released;2015-10-10T21:00:00.0000000Z;2016-04-09T21:00:00.0000000Z
31201;Doraemon Movie 36: Shin Nobita no Nippon Tanjou;1;doraemon;movie;pg;7.27;released;2016-03-04T21:00:00.0000000Z;
31202;Chibi Maruko-chan Movie: Italia kara Kita Shounen;1;chibi_maruko_chan;movie;g;6.57;released;2015-12-22T21:00:00.0000000Z;
31205;Lulin Da Maoxian;1;lulin_da_maoxian;movie;g;0.0;released;2013-01-18T20:00:00.0000000Z;
31211;Choegang Top Plate;26;;tv;g;0.0;released;2013-09-10T20:00:00.0000000Z;2013-12-25T20:00:00.0000000Z
31221;Tantei Team KZ Jiken Note;16;;tv;pg;6.21;released;2015-10-06T21:00:00.0000000Z;2016-01-26T21:00:00.0000000Z
31223;Phantasy Star Online 2 The Animation;12;puso_ni_comi;tv;pg_13;6.35;released;2016-01-07T21:00:00.0000000Z;2016-03-31T21:00:00.0000000Z
31227;Kindaichi Shounen no Jikenbo Returns 2nd Season;22;kindaichi_shounen_no_jikenbo;tv;r;7.67;released;2015-10-02T21:00:00.0000000Z;2016-03-25T21:00:00.0000000Z
31229;Servamp;12;servamp;tv;r;6.93;released;2016-07-04T21:00:00.0000000Z;2016-09-19T21:00:00.0000000Z
31231;Pokemon Movie 19: Volcanion to Karakuri no Magearna;1;pokemon;movie;pg;6.62;released;2016-07-15T21:00:00.0000000Z;
